customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age
2227,Duff,Kemble,Male,45,16-07-1976,Systems Administrator I,Property,Affluent Customer,N,Yes,9,47
2228,Rosita,Soppeth,Female,12,09-03-1956,Geological Engineer,Manufacturing,High Net Worth,N,No,9,68
2229,Linette,Gotmann,Female,76,10-04-1959,Cost Accountant,Financial Services,Affluent Customer,N,Yes,7,65
2230,Gertruda,Shrimpling,Female,53,22-12-1977,Missing,Missing,Mass Customer,N,No,19,46
2231,Rasla,Landreth,Female,68,25-09-1959,Accounting Assistant II,Missing,Mass Customer,N,No,13,64
2232,Nev,Malone,Male,69,07-05-1990,Help Desk Technician,Missing,Mass Customer,N,Yes,11,34
2233,Cassi,Killingworth,Female,49,04-09-1973,Sales Associate,Missing,Mass Customer,N,Yes,8,50
2234,Dylan,Hanvey,Male,48,09-09-1986,Electrical Engineer,Manufacturing,Mass Customer,N,No,18,37
2235,Maxine,Cauldwell,Female,75,02-10-1979,Social Worker,Health,Affluent Customer,N,No,16,44
2236,Arin,Crickmoor,Male,0,16-04-1968,Data Coordiator,Manufacturing,Affluent Customer,N,Yes,13,56
2237,Julia,Walden,Female,83,26-06-1969,Missing,Missing,Mass Customer,N,Yes,9,54
2238,Nata,Plinck,Female,96,14-09-1978,Director of Sales,Retail,Mass Customer,N,Yes,14,45
2239,Jocelyne,Pasquale,Female,0,11-01-1960,Associate Professor,Property,High Net Worth,N,Yes,8,64
2240,Niall,Hallifax,Male,4,25-07-1969,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,16,54
2241,Augy,Jerrems,Male,45,23-02-1975,Paralegal,Financial Services,High Net Worth,N,No,10,49
2242,Elsy,Springell,Female,25,24-09-1977,VP Sales,Missing,Mass Customer,N,Yes,21,46
2243,Lena,Cronshaw,Female,76,28-08-1976,Business Systems Development Analyst,Missing,Affluent Customer,N,Yes,7,47
2244,Sidney,Cargon,Male,97,10-05-1972,Software Test Engineer III,Manufacturing,Mass Customer,N,No,5,52
2245,Elsinore,Banbrook,Female,11,21-04-1980,Marketing Manager,Argiculture,Mass Customer,N,No,3,44
2246,Giraldo,Lacer,Male,16,24-01-1979,Database Administrator III,Missing,Mass Customer,N,Yes,13,45
2247,Gweneth,Wilkins,Female,17,20-01-1995,Teacher,Retail,High Net Worth,N,Yes,1,29
2248,Helsa,Grandisson,Female,33,23-05-1996,Software Engineer I,Manufacturing,Mass Customer,N,No,1,28
2249,Kiele,Caghan,Female,7,11-11-1996,Missing,Financial Services,Mass Customer,N,No,5,27
2250,De witt,Gleave,Male,72,26-06-1992,Missing,Telecommunications,High Net Worth,N,No,7,31
2251,Leslie,Shotboult,Male,68,19-08-1959,Missing,Property,High Net Worth,N,No,19,64
2253,Gracie,Kubacki,Female,28,08-02-1959,Office Assistant I,Manufacturing,Affluent Customer,N,Yes,13,65
2254,Ann,Beek,Female,36,21-10-1955,Programmer Analyst II,Health,Affluent Customer,N,No,18,68
2255,Iorgo,Krol,Male,92,11-07-1992,Dental Hygienist,Health,Affluent Customer,N,Yes,5,31
2256,Mara,Rosterne,Female,28,26-02-1978,Marketing Manager,Retail,Mass Customer,N,No,15,46
2257,Siward,Corradino,Male,27,13-10-1977,Librarian,Entertainment,Mass Customer,N,No,15,46
2258,Cathy,Powter,Female,63,21-03-1974,Account Executive,Retail,High Net Worth,N,No,7,50
2259,Leanora,Calbert,Female,83,02-07-1999,Environmental Specialist,Missing,Affluent Customer,N,No,2,24
2260,Jarad,Barthropp,Male,38,09-02-1967,Administrative Assistant IV,Argiculture,High Net Worth,N,No,11,57
2261,Gerome,Monshall,Male,81,21-09-1980,Account Representative II,Health,Mass Customer,N,Yes,13,43
2262,Nyssa,Banister,Female,90,21-04-1984,Pharmacist,Health,Mass Customer,N,Yes,2,40
2263,Lois,Sorel,Female,79,06-02-1987,Professor,Argiculture,Mass Customer,N,Yes,21,37
2264,Tony,Shirley,Female,18,17-07-1972,Occupational Therapist,Health,Affluent Customer,N,No,9,51
2265,Brendan,Vicent,Male,55,29-07-1980,Missing,Property,Mass Customer,N,Yes,5,43
2266,Jeth,Tomes,Male,74,11-10-1998,Missing,Retail,High Net Worth,N,No,1,25
2267,Andrei,Mulchrone,Female,78,28-04-1964,Business Systems Development Analyst,Missing,Affluent Customer,N,No,14,60
2268,Wilhelmina,Gothup,Female,66,07-10-1965,Pharmacist,Health,Mass Customer,N,No,19,58
2269,Beitris,Lamy,Female,33,11-11-1989,Product Engineer,Missing,Mass Customer,N,No,9,34
2270,Augustus,Edleston,Male,50,28-09-1966,Information Systems Manager,Retail,Affluent Customer,N,No,9,57
2271,King,Hoston,Male,96,26-03-1974,Missing,Telecommunications,Mass Customer,N,Yes,18,50
2272,Grete,Hindenburg,Female,82,21-12-1994,Internal Auditor,Manufacturing,Mass Customer,N,No,1,29
2273,Rhetta,Lambrook,Female,71,04-08-1964,Assistant Professor,Missing,Mass Customer,N,Yes,9,59
2274,Nada,Reinert,Female,15,26-11-1979,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,Yes,13,44
2275,Ursulina,Carter,Female,77,19-07-1992,Human Resources Assistant II,Financial Services,High Net Worth,N,Yes,8,31
2276,Stormy,Caveney,Female,90,06-10-1985,Desktop Support Technician,Missing,Mass Customer,N,Yes,12,38
2277,Gillie,Ruben,Female,44,22-08-1963,Cost Accountant,Financial Services,High Net Worth,N,Yes,7,60
2278,Gerri,Heliet,Male,11,25-09-1977,Product Engineer,Health,Affluent Customer,N,Yes,8,46
2279,Garrett,Szymon,Male,42,19-03-1979,Human Resources Assistant II,Health,Mass Customer,N,No,3,45
2280,Wrennie,Alexandersson,Female,93,18-11-1960,Budget/Accounting Analyst I,Missing,Mass Customer,N,No,9,63
2281,Valaria,Abrehart,Female,56,10-05-1989,Missing,Missing,High Net Worth,N,Yes,14,35
2282,Dominic,Gregoletti,Male,81,25-02-1957,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,7,67
2283,Gaspar,Janaway,Male,44,08-02-1954,Software Consultant,Missing,High Net Worth,N,No,16,70
2284,Ola,Lenoir,Female,83,16-02-1974,Staff Accountant IV,Telecommunications,High Net Worth,N,No,14,50
2285,Maritsa,Bellison,Female,71,27-10-1973,Quality Control Specialist,Health,High Net Worth,N,No,5,50
2286,Katuscha,Sapsed,Female,20,02-06-1995,Staff Scientist,Manufacturing,High Net Worth,N,No,5,28
2287,Gisela,Partener,Female,53,22-04-1974,Human Resources Assistant I,Telecommunications,High Net Worth,N,No,20,50
2288,Cirillo,Hook,Male,63,04-05-1964,Staff Scientist,Manufacturing,High Net Worth,N,No,8,60
2289,Kissie,Steanson,Female,97,25-09-1980,Research Nurse,Health,Affluent Customer,N,Yes,13,43
2290,Myca,Standley,Male,18,10-03-1981,Account Executive,Manufacturing,Mass Customer,N,Yes,5,43
2291,Guido,Meynell,Male,67,13-04-1971,Accountant IV,Manufacturing,Affluent Customer,N,Yes,4,53
2292,Christie,MacClure,Female,17,02-06-1998,Research Nurse,Health,Mass Customer,N,Yes,2,25
2293,Engracia,Newcom,Female,70,07-03-1958,Financial Advisor,Financial Services,Affluent Customer,N,No,16,66
2294,Skipton,Cordie,Male,25,16-06-1987,Associate Professor,Manufacturing,Mass Customer,N,No,21,36
2296,Nathalia,Sanger,Female,16,01-01-2002,Geologist IV,Retail,Affluent Customer,N,No,1,22
2297,Pauletta,Taffee,Female,16,27-11-1971,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,19,52
2298,Brigham,Vyse,Male,64,28-10-1997,Environmental Tech,Property,Mass Customer,N,Yes,5,26
2299,Mahmoud,Dagworthy,Male,11,21-10-1986,Computer Systems Analyst I,Property,High Net Worth,N,Yes,7,37
2300,Cary,Cockerham,Male,20,26-09-1998,Missing,Financial Services,Mass Customer,N,Yes,3,25
2301,Ken,Vashchenko,Male,66,30-10-1966,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,19,57
2302,Loraine,Beamish,Female,43,09-01-1999,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,4,25
2303,Alair,Combe,Male,22,13-04-1993,Database Administrator IV,Retail,Mass Customer,N,Yes,4,31
2304,Shelia,Bellew,Female,65,01-06-1957,Missing,Missing,Mass Customer,N,Yes,11,66
2305,Aeriell,Greeding,Female,91,09-07-1984,Chief Design Engineer,Financial Services,Affluent Customer,N,Yes,13,39
2306,Hilary,Tregunna,Female,98,19-04-1960,Paralegal,Financial Services,High Net Worth,N,Yes,9,64
2307,Corina,Shadwick,Female,57,28-06-1978,Desktop Support Technician,Retail,High Net Worth,N,Yes,13,45
2308,Nancey,Hastie,Female,52,19-03-1963,Paralegal,Financial Services,Mass Customer,N,Yes,17,61
2309,Herc,McIlhone,Male,40,13-01-1985,Accounting Assistant I,Manufacturing,Affluent Customer,N,No,14,39
2310,Jed,Humpherston,Male,12,10-02-1970,Executive Secretary,Missing,High Net Worth,N,Yes,11,54
2311,Addi,None,Female,49,15-02-1989,Design Engineer,Health,Mass Customer,N,No,16,35
2312,Ronnica,Grebner,Female,72,10-08-1979,Assistant Manager,Manufacturing,Mass Customer,N,No,18,44
2313,Christa,Pauley,Female,54,10-07-1966,Chemical Engineer,Manufacturing,Mass Customer,N,No,12,57
2314,Ravid,Lapenna,Male,59,22-12-1993,Registered Nurse,Health,High Net Worth,N,Yes,7,30
2315,Pernell,MacCheyne,Male,25,01-03-1994,Community Outreach Specialist,Financial Services,Affluent Customer,N,No,8,30
2316,Vernen,Bourgaize,Male,79,21-03-1978,Computer Systems Analyst IV,Financial Services,Affluent Customer,N,Yes,11,46
2317,Alwin,Cuberley,Male,97,07-12-1976,Tax Accountant,Health,Mass Customer,N,Yes,16,47
2318,Willa,Malyan,Female,30,01-03-1988,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,6,36
2319,David,Darrigrand,Male,63,03-05-1985,Librarian,Entertainment,High Net Worth,N,No,18,39
2320,Kaylyn,Throssell,Female,14,21-12-1965,Senior Developer,Manufacturing,Affluent Customer,N,No,16,58
2321,Libbi,Freeberne,Female,27,25-03-1980,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,20,44
2322,Hazlett,Rosenschein,Male,72,24-05-1992,Biostatistician III,Health,Mass Customer,N,Yes,2,32
2323,Adair,Piser,Male,2,30-04-1988,Desktop Support Technician,Property,High Net Worth,N,No,13,36
2324,Jerrold,Robben,Male,44,05-08-1966,Sales Associate,Manufacturing,Mass Customer,N,Yes,16,57
2325,Emmett,Whatsize,Male,50,06-01-1964,Database Administrator IV,Retail,High Net Worth,N,Yes,12,60
2326,Trev,Boothebie,Male,64,22-06-1966,Programmer Analyst I,Retail,High Net Worth,N,No,14,57
2327,Alie,Sowle,Female,19,05-04-1963,Budget/Accounting Analyst II,Missing,Affluent Customer,N,No,6,61
2328,Gayler,Shackle,Male,63,03-06-1986,Dental Hygienist,Health,Mass Customer,N,Yes,8,37
2329,Donny,Stiven,Female,7,19-12-1957,Computer Systems Analyst II,IT,Affluent Customer,N,No,20,66
2330,Claresta,Bonnor,Female,5,17-01-1990,Account Coordinator,Property,Mass Customer,N,No,9,34
2331,Marybelle,Antal,Female,48,11-04-1963,Database Administrator III,Financial Services,Mass Customer,N,Yes,10,61
2332,Jeff,Goodere,Male,99,20-04-1977,Developer III,Property,High Net Worth,N,Yes,10,47
2333,Ives,Adolfson,Male,82,19-04-1966,Structural Analysis Engineer,Financial Services,Mass Customer,N,Yes,10,58
2334,Zebulen,Hefford,Male,30,16-03-1996,Food Chemist,Health,Affluent Customer,N,No,5,28
2336,Karney,Labrone,Male,59,19-01-1978,Dental Hygienist,Health,Affluent Customer,N,No,17,46
2337,Odilia,Bick,Female,47,11-01-2000,Programmer Analyst II,Health,Mass Customer,N,No,1,24
2338,Clarie,Hackworth,Female,13,28-11-1986,Programmer Analyst IV,Manufacturing,Mass Customer,N,No,5,37
2339,Damien,Haddeston,Male,3,28-12-1958,Web Designer II,Property,Affluent Customer,N,Yes,16,65
2340,Joachim,Amer,Male,33,29-03-1978,Research Assistant IV,Health,Mass Customer,N,Yes,16,46
2342,Clara,Jakel,Female,87,17-09-1999,Missing,Missing,Mass Customer,N,No,2,24
2343,Wilhelm,Corteis,Male,6,24-03-1959,Nurse Practicioner,Argiculture,High Net Worth,N,Yes,5,65
2344,Wat,Robelin,Male,93,04-03-1993,Nurse,Financial Services,Mass Customer,N,Yes,7,31
2345,Arden,Godard,Female,50,15-07-1986,Systems Administrator I,Retail,Affluent Customer,N,Yes,3,37
2346,Joey,Scheffler,Male,89,16-09-1979,Information Systems Manager,Missing,Mass Customer,N,Yes,4,44
2347,L;urette,Annott,Female,79,04-03-1957,Programmer Analyst I,Missing,High Net Worth,N,No,11,67
2348,Keeley,Winslet,Female,2,07-11-1957,Web Designer IV,Manufacturing,Mass Customer,N,No,16,66
2349,Julee,Garwell,Female,23,05-03-1979,Executive Secretary,Telecommunications,High Net Worth,N,No,3,45
2350,Lorinda,Malpass,Female,32,17-03-1959,Nurse Practicioner,Missing,Mass Customer,N,Yes,14,65
2351,Felicity,Beirne,Female,35,15-03-1992,Assistant Professor,Retail,Affluent Customer,N,Yes,10,32
2352,Cilka,Dabbes,Female,76,22-10-1971,Statistician II,Missing,Mass Customer,N,Yes,13,52
2353,Lyn,Luquet,Male,93,27-12-1978,Health Coach IV,Health,Affluent Customer,N,Yes,12,45
2354,Tammie,Fisbey,Female,99,19-12-1958,Product Engineer,Retail,Mass Customer,N,No,17,65
2355,Shaughn,None,Male,87,19-12-1993,Operator,Manufacturing,Mass Customer,N,Yes,4,30
2356,Arluene,Manchester,Female,58,17-12-1994,Geological Engineer,Manufacturing,Affluent Customer,N,No,3,29
2357,Lisette,Mingardi,Female,39,15-10-1962,Civil Engineer,Manufacturing,Mass Customer,N,No,6,61
2358,Ave,Peatt,Male,26,01-05-1959,Senior Sales Associate,Retail,High Net Worth,N,Yes,15,65
2359,Merlina,Bream,Female,80,25-03-1986,Mechanical Systems Engineer,Property,High Net Worth,N,Yes,7,38
2360,Karleen,McGenn,Female,0,03-11-1974,VP Accounting,Financial Services,High Net Worth,N,Yes,5,49
2361,Jeannette,Cerman,Female,55,28-11-1954,Help Desk Operator,Missing,High Net Worth,N,Yes,20,69
2362,Herbie,Machans,Male,49,05-06-1972,Developer II,Financial Services,Affluent Customer,N,Yes,19,51
2363,Bobby,Farmiloe,Male,92,30-12-1983,Nurse,Entertainment,Mass Customer,N,Yes,16,40
2364,Fielding,Linklater,Male,19,22-09-1995,Speech Pathologist,Missing,Mass Customer,N,Yes,13,28
2365,Lauretta,Furmonger,Female,2,18-10-1998,Structural Analysis Engineer,Argiculture,Mass Customer,N,Yes,3,25
2366,Idette,Mapam,Female,51,15-06-1975,Web Designer I,Health,Mass Customer,N,Yes,15,48
2367,Lorne,Sabin,Male,40,22-05-1957,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,16,67
2368,Rowe,Losbie,Female,98,22-01-1993,Chemical Engineer,Manufacturing,Mass Customer,N,No,10,31
2369,Averyl,Gosz,Female,80,28-10-1996,Financial Analyst,Financial Services,Mass Customer,N,Yes,1,27
2370,Juliane,Calltone,Female,35,19-03-1996,Analyst Programmer,Property,High Net Worth,N,No,7,28
2371,Rory,Lokier,Female,22,18-11-1966,Staff Scientist,Manufacturing,High Net Worth,N,Yes,8,57
2372,Jim,Shoppee,Male,14,10-09-1977,Clinical Specialist,Health,Affluent Customer,N,No,10,46
2373,Cordy,Readshall,Female,51,22-05-1982,Structural Engineer,Manufacturing,High Net Worth,N,Yes,16,42
2374,Dolf,Baudichon,Male,6,15-06-1993,Design Engineer,Financial Services,Mass Customer,N,No,9,30
2375,Alika,Milbourne,Female,21,17-03-1987,Sales Representative,Retail,Affluent Customer,N,No,8,37
2376,Eada,Narbett,Female,84,23-10-1958,Community Outreach Specialist,Missing,High Net Worth,N,Yes,12,65
2377,Kristien,Dunne,Female,29,02-10-1998,Analog Circuit Design manager,IT,High Net Worth,N,No,2,25
2378,Aggi,Farncombe,Female,41,25-04-1994,Research Assistant II,Manufacturing,Affluent Customer,N,No,1,30
2379,Trixie,Piscopiello,Female,85,05-05-1981,Occupational Therapist,Health,Affluent Customer,N,Yes,15,43
2380,Merissa,Milella,Female,44,09-04-1956,Technical Writer,Retail,Mass Customer,N,Yes,15,68
2381,Dulsea,Pladen,Female,91,12-02-1973,Programmer I,Argiculture,Affluent Customer,N,Yes,5,51
2382,Turner,Huggens,Male,79,05-07-1971,Accounting Assistant III,Retail,Mass Customer,N,Yes,4,52
2383,Zaria,Eberz,Female,34,15-09-1978,Compensation Analyst,Financial Services,Mass Customer,N,No,15,45
2384,Garey,Letrange,Male,96,16-07-1961,Operator,Health,High Net Worth,N,Yes,6,62
2385,Gaultiero,Lissenden,Male,70,17-12-1958,Dental Hygienist,Health,Mass Customer,N,No,8,65
2386,Adrianne,Lowerson,Female,93,06-07-1997,Compensation Analyst,Financial Services,Mass Customer,N,No,2,26
2387,Roy,Jone,Male,33,30-08-1977,Nurse,Missing,High Net Worth,N,Yes,9,46
2388,Quincy,Weben,Male,84,28-05-1997,Cost Accountant,Financial Services,Mass Customer,N,No,1,26
2389,Sibyl,Gudge,Male,18,28-12-1973,Desktop Support Technician,Retail,High Net Worth,N,No,7,50
2390,Tonya,Nealand,Female,48,06-05-1964,Legal Assistant,Property,Mass Customer,N,No,12,60
2391,Corny,Millott,Female,72,22-04-1961,Nurse Practicioner,Health,Mass Customer,N,No,14,63
2392,Isadora,Gronaller,Female,48,11-01-2001,Marketing Assistant,Manufacturing,Affluent Customer,N,No,2,23
2393,Dorian,Colledge,Female,68,21-06-1981,Registered Nurse,Health,High Net Worth,N,Yes,11,42
2394,Ferne,Reese,Female,31,12-11-1995,GIS Technical Architect,Missing,Mass Customer,N,Yes,7,28
2395,Ashlin,Kesby,Male,23,26-02-1966,Executive Secretary,Missing,High Net Worth,N,No,16,58
2396,Elmira,Wildblood,Female,40,02-08-1973,Recruiter,Retail,Affluent Customer,N,Yes,7,50
2397,Cassius,Birchenough,Male,33,10-06-1985,Analyst Programmer,Retail,Affluent Customer,N,Yes,4,38
2398,Mirelle,None,Female,6,11-10-2000,Administrative Assistant IV,Financial Services,High Net Worth,N,Yes,1,23
2399,Devonne,McPolin,Female,20,11-06-1980,Software Consultant,Manufacturing,High Net Worth,N,Yes,14,43
2400,Lindsay,Stollsteiner,Male,73,28-02-1978,Office Assistant III,Property,Mass Customer,N,Yes,22,46
2401,Drake,Riguard,Male,7,31-07-1977,Staff Scientist,Missing,Mass Customer,N,Yes,15,46
2402,Merrielle,Strafen,Female,99,07-06-1957,Cost Accountant,Financial Services,Mass Customer,N,Yes,8,66
2403,Karalee,Tremlett,Female,41,25-10-1977,Technical Writer,Financial Services,Affluent Customer,N,No,12,46
2404,Conney,Grouse,Male,13,14-03-1960,Graphic Designer,Retail,Mass Customer,N,No,6,64
2405,Quintana,Merricks,Female,16,28-07-1957,Structural Analysis Engineer,Missing,Mass Customer,N,No,18,66
2406,Randal,Messager,Male,34,11-06-1973,Executive Secretary,Missing,Affluent Customer,N,Yes,9,50
2407,Merrily,None,Female,24,30-03-1959,Missing,Financial Services,High Net Worth,N,Yes,6,65
2408,Celestia,None,Female,38,10-10-1955,VP Marketing,Health,Mass Customer,N,No,16,68
2409,Carolan,Ortler,Female,23,13-07-1989,Missing,Health,Mass Customer,N,No,12,34
2410,Eugenia,Verey,Female,75,24-08-1974,Geological Engineer,Manufacturing,Mass Customer,N,Yes,21,49
2411,Casey,McDade,Male,0,27-05-1964,Technical Writer,Financial Services,High Net Worth,N,No,13,59
2412,Tiffi,Havercroft,Female,77,26-05-1981,Chemical Engineer,Manufacturing,Affluent Customer,N,No,8,42
2413,Abbey,Murrow,Male,27,11-08-1943,Environmental Specialist,Manufacturing,High Net Worth,N,Yes,17,80
2415,Tanner,Harp,Male,56,05-11-1978,Web Designer II,Manufacturing,Mass Customer,N,No,3,45
2416,Eberhard,Shalcras,Male,19,29-12-1959,Office Assistant I,Health,Affluent Customer,N,No,16,64
2417,Cacilia,Swetland,Female,27,24-06-1974,Nurse,Missing,Affluent Customer,N,No,22,49
2418,Elspeth,Brazil,Female,82,05-04-1970,Software Engineer III,Property,Mass Customer,N,Yes,13,54
2419,Aron,Karlsen,Male,96,04-07-1978,Physical Therapy Assistant,Property,High Net Worth,N,No,9,45
2420,Celie,Guyers,Female,10,26-08-1976,Staff Scientist,Financial Services,High Net Worth,N,No,16,47
2421,Marilee,Garbott,Female,54,16-08-1954,Research Nurse,Health,Affluent Customer,N,Yes,13,69
2422,Crysta,Woliter,Female,96,30-11-1978,Librarian,Entertainment,High Net Worth,N,No,13,45
2423,Lenci,Symcox,Male,49,20-02-1981,Professor,IT,Mass Customer,N,Yes,20,43
2424,Loren,Batkin,Male,17,06-01-1982,Missing,Missing,Affluent Customer,N,Yes,15,42
2425,Barn,Sainsberry,Male,32,19-03-1976,Help Desk Technician,Missing,Mass Customer,N,Yes,11,48
2427,Myrta,Whibley,Female,20,15-10-1998,Senior Developer,Missing,High Net Worth,N,Yes,2,25
2428,Pauly,Keightley,Male,74,26-07-1968,Help Desk Operator,Missing,Mass Customer,N,Yes,9,55
2429,Emeline,Baldi,Female,54,11-11-1980,Assistant Professor,Manufacturing,Mass Customer,N,Yes,3,43
2430,Humbert,Dikles,Male,38,06-09-1968,Quality Engineer,Missing,Mass Customer,N,No,5,55
2431,Alvy,Tyndall,Male,15,24-12-1999,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,2,24
2432,Ebba,Melhuish,Female,67,21-02-1981,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,5,43
2433,Burty,Strutz,Male,38,19-07-1976,Nurse Practicioner,Missing,High Net Worth,N,Yes,8,47
2434,Lenci,Soars,Male,40,17-11-1956,Environmental Specialist,Missing,Affluent Customer,N,No,18,67
2435,Orly,Ceney,Female,69,12-08-1961,Account Coordinator,Manufacturing,Mass Customer,N,No,14,62
2436,Jaymie,Wellesley,Male,37,21-03-1986,Help Desk Technician,IT,Mass Customer,N,No,4,38
2437,Simonette,Cressingham,Female,90,01-05-1977,Marketing Manager,Financial Services,Mass Customer,N,Yes,18,47
2438,Lorianne,Ethersey,Female,76,29-01-1983,Speech Pathologist,Manufacturing,Mass Customer,N,Yes,4,41
2439,Shelly,Yakebovitch,Female,44,02-10-1967,Missing,Manufacturing,Affluent Customer,N,No,15,56
2440,Lethia,Juanes,Female,17,21-09-1959,Engineer II,Manufacturing,Affluent Customer,N,No,8,64
2441,Loutitia,Pinkie,Female,52,29-03-1959,Missing,Property,High Net Worth,N,Yes,5,65
2442,Odie,Enrrico,Male,8,13-10-1957,Social Worker,Health,Affluent Customer,N,Yes,17,66
2443,Towny,Python,Male,30,13-02-1990,Computer Systems Analyst I,Property,High Net Worth,N,No,20,34
2444,Emmet,Cristoforo,Male,22,13-05-1977,Associate Professor,Manufacturing,High Net Worth,N,No,11,47
2445,Johnnie,Prujean,Male,46,11-03-1976,Quality Control Specialist,Retail,Affluent Customer,N,No,18,48
2446,Lovell,Kiss,Male,33,07-09-1956,Missing,Retail,Affluent Customer,N,No,17,67
2447,Richard,Poor,Male,55,06-01-1997,Tax Accountant,Missing,Affluent Customer,N,Yes,2,27
2448,Lorri,Iston,Female,5,18-12-1992,Structural Analysis Engineer,Property,High Net Worth,N,No,10,31
2449,Oates,Broadberrie,Male,54,01-06-1982,Tax Accountant,Missing,Affluent Customer,N,No,8,41
2450,Jayson,Breheny,Male,64,21-06-1974,Structural Engineer,Retail,Affluent Customer,N,Yes,7,49
2451,Upton,Orford,Male,33,09-03-1973,Editor,Argiculture,Affluent Customer,N,Yes,18,51
2452,Sophronia,Yerrill,Female,93,24-07-1975,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,17,48
2453,Ruthe,Campe,Female,22,05-08-1992,Safety Technician II,Telecommunications,High Net Worth,N,No,9,31
2454,Gene,Brome,Female,81,13-02-1960,Senior Sales Associate,Property,Mass Customer,N,Yes,12,64
2455,Kathe,Heatlie,Female,64,09-10-1977,Missing,Manufacturing,Mass Customer,N,No,21,46
2456,Reidar,Pullin,Male,9,29-05-1991,Sales Associate,Missing,Mass Customer,N,No,10,32
2457,Benito,Vearnals,Male,70,12-04-1975,Developer IV,IT,High Net Worth,N,Yes,15,49
2458,Leilah,Liddel,Female,73,20-04-1964,Media Manager II,Manufacturing,High Net Worth,N,Yes,5,60
2459,Jeanna,Naulls,Female,67,10-01-1986,Quality Engineer,Manufacturing,High Net Worth,N,No,18,38
2460,Mick,Boutellier,Male,88,17-05-1976,Nurse Practicioner,Manufacturing,High Net Worth,N,Yes,12,48
2461,Tully,None,Male,89,12-06-1976,Speech Pathologist,Missing,Affluent Customer,N,No,17,47
2462,Fletcher,Hutchens,Male,17,05-07-1980,Assistant Media Planner,Entertainment,Affluent Customer,N,No,21,43
2463,Krystle,Jovicevic,Female,54,30-01-1978,Pharmacist,Health,Mass Customer,N,No,12,46
2464,Cleve,Jindrak,Male,78,06-04-1983,Speech Pathologist,Retail,Mass Customer,N,No,6,41
2465,Paloma,Nilles,Female,31,12-06-1984,Senior Editor,Missing,Mass Customer,N,Yes,2,39
2466,Araldo,Klamp,Male,62,04-10-1980,Software Test Engineer IV,Entertainment,High Net Worth,N,No,16,43
2467,Ynez,Fawloe,Female,71,15-07-1975,Engineer III,Manufacturing,Affluent Customer,N,Yes,4,48
2468,Parker,Barenskie,Male,51,12-12-1995,Marketing Assistant,Retail,High Net Worth,N,No,1,28
2470,Roy,Dunaway,Male,70,04-07-1957,Missing,Argiculture,Mass Customer,N,No,13,66
2471,Noland,Bresland,Male,55,20-12-1978,Geological Engineer,Manufacturing,Mass Customer,N,Yes,8,45
2472,Mathias,Element,Male,99,02-06-1989,Product Engineer,Health,High Net Worth,N,Yes,16,34
2473,Davon,None,Male,50,10-05-1970,Administrative Assistant I,Entertainment,Mass Customer,N,Yes,13,54
2474,Chrysa,Burrett,Female,59,08-06-1980,Executive Secretary,Argiculture,High Net Worth,N,Yes,6,43
2475,Cammi,Ambrogioni,Female,68,02-05-1977,Quality Control Specialist,Missing,Mass Customer,N,No,20,47
2476,Hal,Braddon,Male,13,25-09-1956,Administrative Officer,Property,High Net Worth,N,No,17,67
2477,Barney,Tilling,Male,25,23-03-1977,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,10,47
2478,Andreas,Lamke,Male,85,07-07-1966,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,10,57
2479,Helge,Voller,Female,81,06-11-1996,Community Outreach Specialist,Retail,Mass Customer,N,No,5,27
2480,Adey,Shevlin,Female,3,26-12-1971,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,16,52
2481,Amber,Ruslin,Female,71,20-01-1979,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,12,45
2482,Regan,Siemens,Male,95,10-12-1953,Pharmacist,Health,Mass Customer,N,Yes,10,70
2483,Greta,Cotterrill,Female,54,06-06-1987,Missing,Manufacturing,Mass Customer,N,No,10,36
2484,Elise,Slimm,Female,77,03-10-1979,Senior Quality Engineer,Property,Mass Customer,N,Yes,14,44
2485,Ringo,Parkyn,Male,93,27-07-1955,Help Desk Technician,Missing,Mass Customer,N,Yes,12,68
2486,Alaine,Halbord,Female,77,09-03-1954,Structural Engineer,Manufacturing,Mass Customer,N,Yes,5,70
2487,Elton,Piggford,Male,92,13-01-1978,Operator,IT,Affluent Customer,N,Yes,14,46
2488,Idalia,Braunton,Female,32,17-11-1988,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,7,35
